name,district,party,role,region,twitter_id,twitter_name,marpor_affiliation,per101,per102,per103_1,per103_2,per104,per105,per106,per107,per108,per109,per110,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per203,per204,per301,per302,per303,per304,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per401,per402,per403,per404,per405,per406,per407,per408,per408.1,per408.2,per408.3,per410,per411,per412,per413,per414,per415,per416_1,per416_2,per501,per502,per503,per504,per505,per506,per507,per601_1,per601_2,per602_1,per602_2,per603,per604,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per701,per702,per703_1,per703_2,per704,per705,per706,rile,planeco,markeco,welfare,intpeace,PC1,PC2
Catalina del Real Mihovilovic,11,RN,deputy,Region Metropolitana de Santiago (47),1212133305904054273,@CatalinaDelReal,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,1.2739030122422499,1.3726380438030823
Karin Luck Urban,11,RN,deputy,Region Metropolitana de Santiago (47),66467370,@karinluck,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.1649697512095897,0.27147729229174455
Francisco Undurraga GazitÃºa,11,Evopoli,deputy,Region Metropolitana de Santiago (47),103871286,@Panchoundurraga,Chile let's go,0.0,0.0,0.0,0.0,0.417,0.0,0.208,0.208,0.208,0.0,0.0,2.5,0.417,8.333,0.208,0.0,0.0,0.0,0.208,0.417,0.0,3.333,0.0,3.542,0.208,0.0,0.208,0.417,0.0,0.0,1.042,0.0,0.208,0.0,0.0,0.0,0.417,0.417,0.417,0.417,3.125,15.833,0.0,0.0,1.25,0.0,0.0,1.6669999999999998,3.125,1.25,4.583,7.707999999999998,0.208,5.625,0.0,1.4580000000000002,0.0,0.0,0.0,0.0,0.0,9.583,0.0,9.583,0.0,0.208,0.0,0.0,0.0,0.208,0.0,4.583,0.0,0.208,0.0,1.042,0.417,5.0,3.958,0.208,1.25,12.292,0.208,0.09817939938309406,1.15805263354283
Guillermo RamÃ­rez Diez,11,UDI,deputy,Region Metropolitana de Santiago (47),17317080,@GmoRamirez,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.1742810701104157,0.3520964084621349
TomÃ¡s Hirsch Goldschmidt,11,Ind,deputy,Region Metropolitana de Santiago (47),16428200,@tomashirsch,Independent,0.0,0.097,0.0,0.097,2.041,0.194,0.0,0.292,0.194,1.263,0.0,0.486,0.097,9.815,0.097,0.0,0.0,0.486,0.097,0.972,0.0,6.317,0.972,1.846,1.263,0.777,0.583,0.0,0.0,1.944,3.11,4.568000000000001,0.097,0.097,0.0,0.097,0.0,0.0,0.0,0.0,1.944,11.856,0.097,0.0,0.583,0.0,0.0,1.555,2.624,2.138,3.596,10.982,0.583,2.624,0.0,0.0,0.875,0.0,0.0,3.401,0.0,8.26,0.097,1.555,0.389,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.972,2.138,0.0,0.194,1.4580000000000002,1.846,-2.332,4.762,2.527,14.577,0.292,1.0757948447510808,0.6594908121149795
Ximena OssandÃ³n IrarrÃ¡zabal,12,RN,deputy,Region Metropolitana de Santiago (47),264957110,@nonaossandon,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,-0.37605056613135146,-0.03850268057946284
Leopoldo PÃ©rez Lahsen,12,RN,deputy,Region Metropolitana de Santiago (47),231456469,@perezlahsen,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.21889006854712337,0.6943393572880776
Ãlvaro Carter FernÃ¡ndez,12,Ind-UDI,deputy,Region Metropolitana de Santiago (47),35000699,@Alvaro_CarterF,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,-0.568710330556227,0.13222950573385467
Camila Vallejo Downing,12,PC,deputy,Region Metropolitana de Santiago (47),225445834,@camila_vallejo,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,-0.5002117005110391,0.825367143241727
Amaro Labra SepÃºlveda,12,PC,deputy,Region Metropolitana de Santiago (47),501456046,@amarolabra,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,1.4792636702456092,1.526130589752394
Pamela Jiles Moreno,12,PH,deputy,Region Metropolitana de Santiago (47),1381789998,@PamJiles,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,0.2760598832023869,-0.126781004756919
Miguel Crispi Serrano,12,RD,deputy,Region Metropolitana de Santiago (47),57454967,@MiguelCrispiS,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,0.259023354328889,-0.966401931339365
Guillermo Teillier del Valle,13,PC,deputy,Region Metropolitana de Santiago (47),147701898,@gteillier,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,-1.1068468616255842,0.9467400941120178
Eduardo DurÃ¡n Salinas,13,RN,deputy,Region Metropolitana de Santiago (47),155678724,@EdoDuran,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.8929444145951957,0.9063855355329922
Cristhian Moreira Barros,13,UDI,deputy,Region Metropolitana de Santiago (47),909960007151702016,@MoreiraDiputado,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,1.1582106439480233,1.5594651010022937
Gael Yeomans Araya,13,CS,deputy,Region Metropolitana de Santiago (47),2749212142,@GaelDiputada,Broad Front,0.239,0.0,0.087,0.0,0.174,0.261,0.217,0.63,0.391,0.0,0.0,0.109,2.41,9.729,0.022,0.022,1.042,0.043,0.89,2.6060000000000003,0.0,0.8690000000000001,0.261,0.239,0.239,0.0,0.0,0.391,0.174,0.0,0.7170000000000001,3.8,0.456,0.304,0.0,0.043,0.586,0.586,0.586,0.586,0.5429999999999999,7.34,0.282,0.239,0.0,0.109,0.043,3.344,5.4289999999999985,3.04,7.144,19.783,0.043,5.82,0.0,0.043,0.0,0.087,0.195,0.0,0.326,2.193,1.064,1.585,0.586,1.889,0.043,1.564,0.0,0.0,0.0,5.797999999999999,0.022,0.5650000000000001,0.0,0.0,1.564,0.934,-39.175,4.539,0.0,26.927,0.478,1.2358011799588446,1.0793044415351882
RaÃºl Leiva Carvajal,14,PS,deputy,Region Metropolitana de Santiago (47),36505058,@RaulLeiva,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,-0.5705469099734555,0.07213056740161529
Leonardo Soto Ferrada,14,PS,deputy,Region Metropolitana de Santiago (47),155226692,@LeoSotoChile,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,1.2455498960533076,1.5415896400535665
Marisela SantibÃ¡Ã±ez Novoa,14,PC,deputy,Region Metropolitana de Santiago (47),109569196,@mariseka,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,0.8038578384286635,0.4374277626523713
Juan Antonio Coloma Ãlamos,14,UDI,deputy,Region Metropolitana de Santiago (47),485720647,@Tono_Coloma,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.47136620165418813,0.7157193273454283
Jaime Bellolio Avaria,14,UDI,deputy,Region Metropolitana de Santiago (47),18110979,@jbellolio,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.26762604323848843,-0.1453132696861337
Renato GarÃ­n GonzÃ¡lez,14,Ind,deputy,Region Metropolitana de Santiago (47),934521405311520770,@GarinDiputado,Independent,0.0,0.097,0.0,0.097,2.041,0.194,0.0,0.292,0.194,1.263,0.0,0.486,0.097,9.815,0.097,0.0,0.0,0.486,0.097,0.972,0.0,6.317,0.972,1.846,1.263,0.777,0.583,0.0,0.0,1.944,3.11,4.568000000000001,0.097,0.097,0.0,0.097,0.0,0.0,0.0,0.0,1.944,11.856,0.097,0.0,0.583,0.0,0.0,1.555,2.624,2.138,3.596,10.982,0.583,2.624,0.0,0.0,0.875,0.0,0.0,3.401,0.0,8.26,0.097,1.555,0.389,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.972,2.138,0.0,0.194,1.4580000000000002,1.846,-2.332,4.762,2.527,14.577,0.292,1.6077974862849682,1.661242188925371
Javier Macaya DanÃºs,15,UDI,deputy,Region del Libertador General Bernardo O'Higgins (9),68051319,@javiermacaya,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,1.7103567448315875,2.123995024086155
Issa Kort Garriga,15,UDI,deputy,Region del Libertador General Bernardo O'Higgins (9),229885349,@issakortg,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,0.9958314143109065,1.0884713713790481
Diego Schalper SepÃºlveda,15,Ind-RN,deputy,Region del Libertador General Bernardo O'Higgins (9),71949243,@Diego_Schalper,National Renewal,1.133,0.0,0.0,0.0,3.616,0.324,0.7020000000000001,2.86,1.295,0.7020000000000001,0.0,1.133,1.673,6.53,0.0,0.0,0.0,0.0,0.054000000000000006,3.4,0.0,8.851000000000003,8.311,0.054000000000000006,0.0,0.0,0.0,0.0,0.917,4.101,0.054000000000000006,3.076,0.21600000000000005,0.0,0.0,1.673,0.0,0.0,0.0,0.0,1.187,1.511,0.0,0.0,0.0,0.0,0.0,2.806,5.505,5.181,2.644,5.774,3.778,6.26,0.0,0.108,0.0,0.0,0.0,0.324,0.0,7.501,0.0,0.971,0.0,0.0,0.0,1.295,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,1.241,2.213,-0.809,3.292,4.101,8.419,1.025,0.9038743734101435,0.0315922348144363
Juan Luis Castro GonzÃ¡lez,15,PS,deputy,Region del Libertador General Bernardo O'Higgins (9),131608474,@DoctorJLCastro,New Majority for Chile/Socialist Party of Chile,0.0,0.0,0.0,0.0,0.7120000000000001,0.5630000000000001,0.0,0.059,1.779,0.0,0.0,0.03,2.668,4.477,0.0,0.03,0.03,0.0,1.364,5.188,0.0,6.462999999999999,0.08900000000000001,2.372,0.0,0.03,0.0,0.0,0.0,0.119,1.749,6.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.032,10.91,0.29600000000000004,0.119,0.919,0.0,0.0,1.393,0.059,7.086,9.102,8.627,0.0,6.937,0.0,0.0,0.0,0.0,0.474,0.03,0.267,2.846,0.0,0.652,0.0,0.03,0.0,3.439,0.0,0.0,0.0,3.617,0.326,2.194,0.0,0.0,0.0,2.579,-18.974,6.641,1.038,17.729,0.5630000000000001,1.8366518434922183,2.344992865817133
RaÃºl Soto Mardones,15,Ind-PPD,deputy,Region del Libertador General Bernardo O'Higgins (9),703598448398958592,@Raul_Soto1,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,1.257839946953376,1.07439285002315
Virginia Troncoso Hellman,16,UDI,deputy,Region del Libertador General Bernardo O'Higgins (9),404633650,@vtroncosoh,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,-0.31164763157539976,-0.3615666262036276
Cosme Mellado Pino,16,PR,deputy,Region del Libertador General Bernardo O'Higgins (9),959168148971892736,@cosme_mellado,New Majority for Chile,0.246,0.0,0.031,0.0,0.338,0.431,0.092,0.861,0.6459999999999999,0.0,0.0,0.062,2.214,8.363999999999999,0.031,0.0,0.6459999999999999,0.0,0.431,4.336,0.0,2.276,0.523,0.123,0.062,0.0,0.062,0.092,0.154,0.215,0.461,6.396,0.338,0.338,0.0,0.0,1.23,1.23,1.23,1.23,1.907,16.359,0.0,0.0,0.0,0.0,0.0,3.536,4.551,4.52,4.613,12.7,0.092,1.937,0.0,0.031,0.0,0.031,0.0,0.031,0.308,4.428,0.123,0.892,0.338,1.845,0.277,1.568,0.0,0.0,0.031,2.737,0.0,1.599,0.0,0.123,1.199,3.044,-24.938,6.734,0.215,17.312,0.523,1.0672539729635493,0.7807696878316995
Celso Morales MuÃ±oz,17,UDI,deputy,Region del Maule (11),714530676708622336,@equipocelso,Independent Democratic Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,2.027,0.0,2.027,0.6759999999999999,29.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.432,4.73,0.0,0.0,0.0,0.0,0.0,0.0,1.351,4.0539999999999985,17.567999999999998,4.73,0.0,9.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.027,0.0,3.378,0.0,0.0,0.0,2.027,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,6.081,16.892,0.6759999999999999,0.0,22.297,0.0,1.0602271944313082,1.2217741752655797
